1,V,Bs,n,Pdyn,Dst_star,V^2,Bs^2,n^2,V*Bs,n*V,n*Bs,Pdyn*Bs,n*V*Bs,sin(θ_c/2),sin²(θ_c/2),sin⁴(θ_c/2),sin^(8/3)(θ_c/2),V*sin²(θ_c/2),Newell_d_Φ
0.0,0.0,-0.7251845507369152,0.0,-0.9073056641711564,-0.052345135475005196,0.0,0.0,0.0,0.0,0.0005478438826710108,0.06547605601871244,0.0937739468273138,-0.0002536706667899198,7.381779199742355,-41.75033423474411,-10.838160204335427,46.06163891043497,0.0,0.0
0.0,0.0,-0.7127552224433308,0.0,-0.9167653999252332,-0.052852310744210436,0.0,0.0,0.0,0.0,0.0005651678802933463,0.06713149826423363,0.10529463771060049,-0.0002699344537077651,6.199616134322026,-35.23383635567485,-8.42750308722839,38.30063853626091,0.0,0.0
0.0,0.0,-0.7222446582266175,0.0,-0.9255696252976311,-0.05257026249776464,0.0,0.0,0.0,0.0,0.0005657912071275704,0.061138092253200604,0.09232044676092536,-0.0002443390730850347,7.804847660016006,-45.13082847113654,-12.178325040373606,50.34406935304426,0.0,0.0
0.0,0.0,-0.7145592297902943,0.0,-0.8634323559584207,-0.052003786411374875,0.0,0.0,0.0,0.0,0.0005294690134901482,0.06094334699369245,0.09174319771302042,-0.00024406013853003512,6.483685084980784,-36.10075043471074,-8.378813425515451,38.848856550527984,0.0,0.0
0.0,0.0,-0.7296098194336683,0.0,-0.9207201586262842,-0.05273208056168856,0.0,0.0,0.0,0.0,0.0005617060138665112,0.05125098735069193,0.07486209749099718,-0.00020885540252844315,7.169747293763846,-40.64320483600808,-10.251010696568306,44.610308449530606,0.0,0.0
0.0,0.0,-0.7299447607889242,0.0,-0.9062063050540564,-0.05255024426501002,0.0,0.0,0.0,0.0,0.0005537838617297621,0.05161560164602448,0.078756448002297,-0.00021052927243316263,7.123609091743995,-40.79529821330365,-10.483358456016811,45.02323676302519,0.0,0.0
0.0,0.0,-0.7382920234612795,0.0,-0.8737264866507198,-0.051168976398445136,0.0,0.0,0.0,0.0,0.0005268888469877117,0.06894380791080093,0.11255451844869034,-0.00027515346605945176,7.045517871312591,-39.23153205505536,-9.420743503753489,42.58393596088163,0.0,0.0
0.0,0.0,-0.7332217198718499,0.0,-0.9210232474185194,-0.05249630399603479,0.0,0.0,0.0,0.0,0.0005615038594773114,0.05812215183078425,0.0839509851368755,-0.00023018963082553713,7.390102356481127,-41.20618765555712,-10.075810592857584,44.81854748117808,0.0,0.0
0.0,0.0,-0.7098992081974272,0.0,-0.8818040922988911,-0.05200586886017418,0.0,0.0,0.0,0.0,0.00053110146005093,0.02473506446182552,0.0,-9.230238028594709e-5,7.067672735282361,-39.13539072800347,-9.406738015281347,42.36763220208115,0.0,0.0
0.0,0.0,-0.705351358951295,0.0,-0.9031042306774107,-0.05206337675368804,0.0,0.0,0.0,0.0,0.00055671015334459,0.05755740362691784,0.08571370298097583,-0.0002356691675950923,6.50921966504369,-36.194038563791544,-8.416408269157353,38.975466763795225,0.0,0.0
0.0,0.0,-0.7171396972722877,0.0,-0.8910971818727939,-0.05355277974791132,0.0,0.0,0.0,0.0,0.0005520352822649614,0.05721488681408179,0.07370350320725103,-0.0002237361721407579,6.437655375250496,-37.601070851204774,-9.459617309743267,41.437787750931186,0.0,0.0
0.0,0.0,-0.7358568971834526,0.0,-0.8932468707182323,-0.05260890487972769,0.0,0.0,0.0,0.0,0.0005444074369174484,0.07174519463012448,0.11001064063368807,-0.0002816071136383393,6.720280860505847,-37.616009262651,-8.903415174655374,40.72734851568857,0.0,0.0
0.0,0.0,-0.7284382611971291,0.0,-0.8960400822534992,-0.052552661247588395,0.0,0.0,0.0,0.0,0.0005446256702656964,0.06512464852542701,0.0977986391941093,-0.00025887594920317807,6.966352088577928,-39.03048418013798,-9.443211661347963,42.41950730065837,0.0,0.0
0.0,0.0,-0.7276921258437822,0.0,-0.9310872538628049,-0.05329960663894305,0.0,0.0,0.0,0.0,0.0005675383611111321,0.05596483197707271,0.08130013403038494,-0.0002226002794274577,6.688141118581917,-37.58718727087718,-9.126368643822374,40.88428235105106,0.0,0.0
0.0,0.0,-0.7018050243679589,0.0,-0.8905903793209963,-0.05232732517615537,0.0,0.0,0.0,0.0,0.0005391696138354044,0.06109803179834684,0.08971933137506279,-0.00024424642590813156,7.179003307004068,-40.281297353735084,-10.140404590191455,44.07567129247037,0.0,0.0
0.0,0.0,-0.7191934566246045,0.0,-0.9217946127144647,-0.05114069883858229,0.0,0.0,0.0,0.0,0.000565766087352334,0.060516050367007336,0.0981176370822585,-0.0002467294029008719,7.2547827823256155,-40.036585312825764,-9.99433149388831,43.64371080581128,0.0,0.0
